Week Number,Username,Rank,Wins,Wins in First 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary
47,のんちゃん,11,34,23,23,0,0,3,2,0,2
47,Apollo,12,22,22,22,0,0,3,0,0,2
47,[Mythic] revan,12,30,22,22,0,0,3,1,0,2
47,The38th,12,31,22,22,0,0,3,1,0,2
47,自然,12,31,22,22,0,0,3,1,0,2
47,rl958,12,33,21,21,0,0,2,1,2,1
47,Ἄρης,12,21,21,21,0,0,2,0,2,1
47,Wezz,12,31,20,20,0,1,1,2,1,1
47,dallas_barr,12,20,20,20,0,1,1,1,1,1
47,[tst] Freedan,12,31,20,20,0,1,1,2,1,1
47,[Pulse] v2,11,30,20,20,0,1,1,2,1,1
47,幻,12,20,20,20,0,1,1,1,1,1
47,Mirage88,12,32,19,19,0,2,1,1,2,0
47,yukineko,10,19,19,19,0,2,1,0,2,0
47,flex13,12,31,19,19,0,2,1,1,2,0
47,Longy,12,35,19,19,0,2,1,1,2,0
47,UnjustOne,11,19,19,19,0,2,1,0,2,0
47,[Mythic] VVH,12,19,19,19,0,2,1,0,2,0
47,ногоонзалуу,12,28,19,19,0,2,1,0,2,0
47,Akilsainon,12,18,18,18,0,3,0,0,2,0
47,Oxn,9,30,18,18,0,3,0,1,2,0
47,LCHammer,12,23,18,18,0,3,0,0,2,0
47,GGian,12,30,18,18,0,3,0,1,2,0
47,Charles Utkins,12,45,18,18,0,3,0,1,2,0
47,PleaseDontRopeMe,9,31,19,18,0,3,0,1,2,0
47,[tst]cautionfun,12,18,18,18,0,3,0,0,2,0
47,C#,11,31,18,18,0,3,0,1,2,0
47,777mihman777,10,31,18,18,0,3,0,1,2,0
47,Ares,9,34,18,18,0,3,0,1,2,0
47,V-Hirvi,12,49,18,18,0,3,0,1,2,0
47,Gandharva,12,30,18,18,0,3,0,1,2,0
47,Nininiao,12,33,18,18,0,3,0,1,2,0
47,chaoren,12,20,18,18,0,3,0,0,2,0
47,DaCatzMeow,10,17,17,17,1,2,0,0,2,0
47,Demolisher,8,30,17,17,1,2,0,1,2,0
47,SLIB,9,41,17,17,1,2,0,1,2,0
47,menelvagor,8,22,18,17,1,2,0,0,2,0
47,Slackov,12,18,17,17,1,2,0,0,2,0
47,Ckastigador,11,24,17,17,1,2,0,0,2,0
47,Wasper,12,22,17,17,1,2,0,0,2,0
47,popovanton89,12,33,17,17,1,2,0,1,2,0
47,PHadzhiev,8,17,17,17,1,2,0,0,2,0
47,noteboom,10,30,17,17,1,2,0,1,2,0
47,maybs,8,18,18,17,1,2,0,0,2,0
47,Galragg,8,17,17,17,1,2,0,0,2,0
47,amin,8,26,18,17,1,2,0,0,2,0
47,‎,12,32,17,17,1,2,0,1,2,0
47,z3ll,12,17,17,17,1,2,0,0,2,0
47,Surface2AirMissle,8,18,18,17,1,2,0,0,2,0
47,X Æ A-12,8,43,20,17,1,2,0,1,2,0
47,脈動,12,18,17,17,1,2,0,0,2,0
47,XSITE,8,20,20,17,1,2,0,0,2,0
47,魔junior,12,19,17,17,1,2,0,0,2,0
47,quantumgamble,8,26,18,17,1,2,0,0,2,0
47,LordDarktempler,11,24,17,17,1,2,0,0,2,0
47,EricShawn,8,19,17,17,1,2,0,0,2,0
47,♪♪♪♪♪,8,17,17,17,1,2,0,0,2,0
47,superslim-NCP,8,30,19,17,1,2,0,1,2,0
47,Paradime,8,18,18,17,1,2,0,0,2,0
47,EatTheRich,10,34,17,17,1,2,0,1,2,0
47,20$deck,7,22,22,16,0,3,0,1,1,0
47,a,12,16,16,16,0,3,0,1,1,0
47,mattyesq,9,20,16,16,0,3,0,1,1,0
47,entling,8,20,16,16,0,3,0,1,1,0
47,smirnawf,9,16,16,16,0,3,0,1,1,0
47,GodMode,7,20,16,16,0,3,0,1,1,0
47,Pain,7,65,16,16,0,3,0,2,1,0
47,Þ,10,16,16,16,0,3,0,1,1,0
47,SolarMkd,10,17,16,16,0,3,0,1,1,0
47,Bielobog,7,30,20,16,0,3,0,2,1,0
47,DPRoberts99,8,17,16,16,0,3,0,1,1,0
47,jackow80,7,18,16,16,0,3,0,1,1,0
47,DeHenne,8,17,16,16,0,3,0,1,1,0
47,Scuffle,12,16,16,16,0,3,0,1,1,0
47,Isildur,11,18,16,16,0,3,0,1,1,0
47,MyDogZeus,11,24,16,16,0,3,0,1,1,0
47,白乌鸦,12,20,16,16,0,3,0,1,1,0
47,Blank Never Loses,11,16,16,16,0,3,0,1,1,0
47,eddie murphy,7,22,16,16,0,3,0,1,1,0
47,Tony Larth,11,22,16,16,0,3,0,1,1,0
47,TREY,12,53,16,16,0,3,0,2,1,0
47,Resonator,12,16,16,16,0,3,0,1,1,0
47,V-Tep,7,17,17,16,0,3,0,1,1,0
47,colliseum,12,39,16,16,0,3,0,2,1,0
47,force_of_nature,12,19,16,16,0,3,0,1,1,0
47,iluvsheep,7,17,17,16,0,3,0,1,1,0
47,Ainokami,7,19,16,16,0,3,0,1,1,0
47,rare,11,16,16,16,0,3,0,1,1,0
47,[Psion] TheNachoSamurai,12,35,16,16,0,3,0,2,1,0
47,wic3x5,7,17,17,16,0,3,0,1,1,0
47,maulotov,12,16,16,16,0,3,0,1,1,0
47,Μᴇʟᴏɴ,8,16,16,16,0,3,0,1,1,0
47,blacksad,10,22,16,16,0,3,0,1,1,0
47,zlaxor,12,20,16,16,0,3,0,1,1,0
47,Fantomasek,12,34,16,16,0,3,0,2,1,0
47,⌀,7,30,17,16,0,3,0,2,1,0
47,Beacze,8,16,16,16,0,3,0,1,1,0
47,Bartuni,9,15,15,15,1,2,0,2,0,0
47,Shibanqk,10,33,15,15,1,2,0,3,0,0
47,1000rang,5,18,16,15,1,2,0,2,0,0
47,Yurecsuper,6,16,15,15,1,2,0,2,0,0
47,三日月,12,31,15,15,1,2,0,3,0,0
47,gerundio,9,15,15,15,1,2,0,2,0,0
47,[Psion] FoxCries,12,16,15,15,1,2,0,2,0,0
47,Manymany,6,32,15,15,1,2,0,3,0,0
47,magic1993,7,18,15,15,1,2,0,2,0,0
47,brown man,5,20,15,15,1,2,0,2,0,0
47,Easycake001,5,17,15,15,1,2,0,2,0,0
47,RavenGuard,12,15,15,15,1,2,0,2,0,0
47,DiegoFerreL,12,46,15,15,1,2,0,3,0,0
47,✜CryptoDoC✜,10,18,15,15,1,2,0,2,0,0
47,blockchainedpando,6,24,16,15,1,2,0,2,0,0
47,Stede,12,17,15,15,1,2,0,2,0,0
47,Thirdman,8,15,15,15,1,2,0,2,0,0
47,SpaceCoastKook,12,15,15,15,1,2,0,2,0,0
47,Makakka,8,16,15,15,1,2,0,2,0,0
47,Bumboklaat,8,15,15,15,1,2,0,2,0,0
47,Dimas_XT,7,15,15,15,1,2,0,2,0,0
47,Gladius Mortis,5,15,15,15,1,2,0,2,0,0
47,SniffOnMe,12,18,15,15,1,2,0,2,0,0
47,Nagibator777,11,15,15,15,1,2,0,2,0,0
47,Kagetora,5,21,19,15,1,2,0,2,0,0
47,PeakABoo,10,15,15,15,1,2,0,2,0,0
47,שלימזל,12,15,15,15,1,2,0,2,0,0
47,한국 호빗,11,21,15,15,1,2,0,2,0,0
47,sparky,10,34,15,15,1,2,0,3,0,0
47,HardRockMiner,8,15,15,15,1,2,0,2,0,0
47,Marginal,8,15,15,15,1,2,0,2,0,0
47,GUDecks.com,12,37,15,15,1,2,0,3,0,0
47,Wades.ETH,12,15,15,15,1,2,0,2,0,0
47,Lucifer,11,19,15,15,1,2,0,2,0,0
47,YetiDotETH,8,22,15,15,1,2,0,2,0,0
47,Gerisn,5,23,22,15,1,2,0,2,0,0
47,MrMousey,7,15,14,14,1,2,0,2,0,0
47,Woden,12,14,14,14,1,2,0,2,0,0
47,Nbecerril53o,5,14,14,14,1,2,0,2,0,0
47,Tiannizu,8,43,14,14,1,2,0,3,0,0
47,chacozum,6,23,14,14,1,2,0,2,0,0
47,ƉƉƉƉ,6,27,14,14,1,2,0,2,0,0
47,Zorian,11,14,14,14,1,2,0,2,0,0
47,Archangel1318,12,48,14,14,1,2,0,3,0,0
47,$,8,53,14,14,1,2,0,3,0,0
47,ghostrestaurantlab_inago,9,15,14,14,1,2,0,2,0,0
47,[IRIS]Yusakman,10,15,14,14,1,2,0,2,0,0
47,PooNaniHunter,7,15,14,14,1,2,0,2,0,0
47,Havoc Stormbearer,8,22,14,14,1,2,0,2,0,0
47,dedemon,8,16,14,14,1,2,0,2,0,0
47,mamont123,8,14,14,14,1,2,0,2,0,0
47,ø,12,21,14,14,1,2,0,2,0,0
47,n!ghtl!ght,11,16,14,14,1,2,0,2,0,0
47,KceoLine,9,14,14,14,1,2,0,2,0,0
47,Mice Elf,8,20,14,14,1,2,0,2,0,0
47,Noice,8,38,14,14,1,2,0,3,0,0
47,Slye,9,14,14,14,1,2,0,2,0,0
47,Godamnitleeroy,12,25,14,14,1,2,0,2,0,0
47,CopperPitch,12,30,14,14,1,2,0,3,0,0
47,reachy,7,25,14,14,1,2,0,2,0,0
47,Moonpig,10,14,14,14,1,2,0,2,0,0
47,[tst]themudman,12,14,14,14,1,2,0,2,0,0
47,ZEALOT,9,15,14,14,1,2,0,2,0,0
47,cmosc89,5,25,14,14,1,2,0,2,0,0
47,☺Mythic☺ Dragonstorm,12,34,14,14,1,2,0,3,0,0
47,FriendlySpy,10,15,14,14,1,2,0,2,0,0
47,Ota Benga,10,56,14,14,1,2,0,3,0,0
47,SHINZON,7,14,14,14,1,2,0,2,0,0
47,HeresYourTollTroll,9,46,14,14,1,2,0,3,0,0
47,Xiato,7,14,14,14,1,2,0,2,0,0
47,KLMJ,9,14,14,14,1,2,0,2,0,0
47,Gandalf,12,32,14,14,1,2,0,3,0,0
47,Returner,10,15,14,14,1,2,0,2,0,0
47,Elyon,12,14,14,14,1,2,0,2,0,0
47,#WhiteLivesMatterToo,8,25,14,14,1,2,0,2,0,0
47,swimlane72,9,21,14,14,1,2,0,2,0,0
47,Lysander,12,50,14,14,1,2,0,3,0,0
47,HaruhiSuzumiya,8,29,14,14,1,2,0,2,0,0
47,cryptoznewb,10,14,14,14,1,2,0,2,0,0
47,Canubis,10,16,14,14,1,2,0,2,0,0
47,NAGIBATOR,9,13,13,13,2,1,0,1,0,0
47,Djonbol1,7,18,13,13,2,1,0,1,0,0
47,Omegafenix,9,38,13,13,2,1,0,2,0,0
47,coinage,8,15,13,13,2,1,0,1,0,0
47,Diman007,8,15,13,13,2,1,0,1,0,0
47,DashingGman,6,13,13,13,2,1,0,1,0,0
47,Dr. A. Cula,1,15,15,13,2,1,0,1,0,0
47,[Mythic] Unchained,12,13,13,13,2,1,0,1,0,0
47,Wintermute,1,15,15,13,2,1,0,1,0,0
47,goldemon,9,13,13,13,2,1,0,1,0,0
47,Arkeny Armageddon,3,17,17,13,2,1,0,1,0,0
47,dalahad,8,13,13,13,2,1,0,1,0,0
47,Syonidehyde1165,4,29,17,13,2,1,0,1,0,0
47,WhiteWhale,7,31,13,13,2,1,0,2,0,0
47,☺,8,43,13,13,2,1,0,2,0,0
47,_fireartist,8,14,13,13,2,1,0,1,0,0
47,Cedric008,8,13,13,13,2,1,0,1,0,0
47,Hedeslag,1,26,16,13,2,1,0,1,0,0
47,~XYuGuX~,1,41,19,13,2,1,0,2,0,0
47,Starry Ninja,3,26,18,13,2,1,0,1,0,0
47,blockchaingames.fun,9,13,13,13,2,1,0,1,0,0
47,antimpit,1,16,14,13,2,1,0,1,0,0
47,DeathLine,5,13,13,13,2,1,0,1,0,0
47,AlienWeapon,8,13,13,13,2,1,0,1,0,0
47,CapuletKiller,1,13,13,13,2,1,0,1,0,0
47,POOKIDS420,8,13,13,13,2,1,0,1,0,0
47,Yogalholic,7,16,13,13,2,1,0,1,0,0
47,hollajack,1,14,14,13,2,1,0,1,0,0
47,MustangKirby,7,29,13,13,2,1,0,1,0,0
47,situuu30,1,68,16,13,2,1,0,2,0,0
47,Cryanar,4,15,15,13,2,1,0,1,0,0
47,CH1P7,7,13,13,13,2,1,0,1,0,0
47,No Truth,1,17,13,13,2,1,0,1,0,0
47,ZENIMOON,8,32,13,13,2,1,0,2,0,0
47,agrimony,2,17,17,13,2,1,0,1,0,0
47,Damaged Gadget,10,13,13,13,2,1,0,1,0,0
47,little1985,11,13,13,13,2,1,0,1,0,0
47,Wicked Cheese,10,16,13,13,2,1,0,1,0,0
47,Danbog,7,13,13,13,2,1,0,1,0,0
47,sensebe,11,52,13,13,2,1,0,2,0,0
47,gohm,9,13,13,13,2,1,0,1,0,0
47,CastorPollux,1,35,18,13,2,1,0,2,0,0
47,Digitt,8,13,13,13,2,1,0,1,0,0
47,nima_501,1,16,16,13,2,1,0,1,0,0
47,PlinytheEther,11,30,13,13,2,1,0,2,0,0
47,neverytime,8,19,13,13,2,1,0,1,0,0
47,adremite,1,16,16,13,2,1,0,1,0,0
47,Sir Ike Moesha Broflovski,8,43,13,13,2,1,0,2,0,0
47,ElPatron,8,13,13,13,2,1,0,1,0,0
47,monStar,12,13,13,13,2,1,0,1,0,0
47,arisho,9,13,13,13,2,1,0,1,0,0
47,MarcheG,4,24,12,12,2,1,0,1,0,0
47,krashnovr,11,12,12,12,2,1,0,1,0,0
47,Manigoldo,5,13,12,12,2,1,0,1,0,0
47,Aeternity,8,12,12,12,2,1,0,1,0,0
47,sadisteck,11,12,12,12,2,1,0,1,0,0
47,averon00,1,12,12,12,2,1,0,1,0,0
47,Intergalactic,8,20,12,12,2,1,0,1,0,0
47,AMRLordCoins,8,15,12,12,2,1,0,1,0,0
47,Afronizer,8,30,12,12,2,1,0,2,0,0
47,Sir Tango,11,35,12,12,2,1,0,2,0,0
47,Enzo05,9,38,12,12,2,1,0,2,0,0
47,TerribleJIexa,10,25,12,12,2,1,0,1,0,0
47,[Mythic] Ducky,12,30,12,12,2,1,0,2,0,0
47,Zhiga,9,12,12,12,2,1,0,1,0,0
47,darknoj9,1,12,12,12,2,1,0,1,0,0
47,T.kusanagi,7,24,12,12,2,1,0,1,0,0
47,Unique.Esprit,11,15,12,12,2,1,0,1,0,0
47,Salernik,11,14,12,12,2,1,0,1,0,0
47,theboogyman,8,12,12,12,2,1,0,1,0,0
47,Helga999,7,12,12,12,2,1,0,1,0,0
47,paprikman,10,12,12,12,2,1,0,1,0,0
47,LegndRicky,10,12,12,12,2,1,0,1,0,0
47,a29654776,10,31,12,12,2,1,0,2,0,0
47,Mr_*M*E*A*T*,11,18,12,12,2,1,0,1,0,0
47,Chozami,10,14,12,12,2,1,0,1,0,0
47,Tru+hSe3ker,12,12,12,12,2,1,0,1,0,0
47,Dactar,10,12,12,12,2,1,0,1,0,0
47,stoeckro,10,12,12,12,2,1,0,1,0,0
47,destravous,9,17,12,12,2,1,0,1,0,0
47,Zorongo,5,16,12,12,2,1,0,1,0,0
47,QuinnBear,12,12,12,12,2,1,0,1,0,0
47,PaxMagnus,9,12,12,12,2,1,0,1,0,0
47,mike0182,9,49,12,12,2,1,0,2,0,0
47,BancoDeCrypto,5,19,12,12,2,1,0,1,0,0
47,trilldebeest,9,37,12,12,2,1,0,2,0,0
47,slivenec,7,12,12,12,2,1,0,1,0,0
47,RedDeath,10,12,12,12,2,1,0,1,0,0
47,Sergee25,6,23,12,12,2,1,0,1,0,0
47,roytutu,12,14,12,12,2,1,0,1,0,0
47,Dave,12,12,12,12,2,1,0,1,0,0
47,JP,8,12,12,12,2,1,0,1,0,0
47,TheHassy,12,17,12,12,2,1,0,1,0,0
47,GoRiLLaZoR,4,14,12,12,2,1,0,1,0,0
47,NIKITA_ORDER,1,11,11,11,2,1,0,1,0,0
47,Fiofan,9,12,11,11,2,1,0,1,0,0
47,Saint777,9,12,11,11,2,1,0,1,0,0
47,Yanicroft,6,11,11,11,2,1,0,1,0,0
47,AIDAN420,8,16,11,11,2,1,0,1,0,0
47,Nanich,7,16,11,11,2,1,0,1,0,0
47,Hypnotic,8,11,11,11,2,1,0,1,0,0
47,Kaibarash,6,11,11,11,2,1,0,1,0,0
47,Boh,9,18,11,11,2,1,0,1,0,0
47,[Twitch4Fun] Kaeserotor,12,11,11,11,2,1,0,1,0,0
47,rob31rob31,8,12,11,11,2,1,0,1,0,0
47,Glamlys,9,11,11,11,2,1,0,1,0,0
47,karlito636,7,11,11,11,2,1,0,1,0,0
47,VonMises,10,11,11,11,2,1,0,1,0,0
47,someonesomeone,12,13,11,11,2,1,0,1,0,0
47,---gbg---,1,11,11,11,2,1,0,1,0,0
47,thepuffin,6,14,11,11,2,1,0,1,0,0
47,Xboot,6,29,11,11,2,1,0,1,0,0
47,Androssi,12,11,11,11,2,1,0,1,0,0
47,kovanova,9,13,11,11,2,1,0,1,0,0
47,sevenjay,4,11,11,11,2,1,0,1,0,0
47,Kolesiff,11,11,11,11,2,1,0,1,0,0
47,Grijander,1,11,11,11,2,1,0,1,0,0
47,superman313,12,21,11,11,2,1,0,1,0,0
47,اکویٹا,12,12,11,11,2,1,0,1,0,0
47,emiliomorles,7,15,11,11,2,1,0,1,0,0
47,SonOfLilith,6,11,11,11,2,1,0,1,0,0
47,bs241111,7,31,11,11,2,1,0,2,0,0
47,blondin,5,36,11,11,2,1,0,2,0,0
47,MrCantSeeMe,1,11,11,11,2,1,0,1,0,0
47,-=|Greedy|=-,9,15,11,11,2,1,0,1,0,0
47,Lord of Crypto,8,11,11,11,2,1,0,1,0,0
47,oniru,7,11,11,11,2,1,0,1,0,0
47,Stoneward,8,12,11,11,2,1,0,1,0,0
47,bkositzke,10,11,11,11,2,1,0,1,0,0
47,AwesomeSparkly,8,13,11,11,2,1,0,1,0,0
47,pokerbjj,8,15,11,11,2,1,0,1,0,0
47,foggybottom,5,11,11,11,2,1,0,1,0,0
47,Tamerlan,7,11,11,11,2,1,0,1,0,0
47,Celeorian,1,17,11,11,2,1,0,1,0,0
47,Jimmer,12,11,11,11,2,1,0,1,0,0
47,BasVanSpanker,10,24,11,11,2,1,0,1,0,0
47,EtherKnight,7,12,10,10,3,0,0,0,0,0
47,alanwillis,6,10,10,10,3,0,0,0,0,0
47,TenTon01,9,14,10,10,3,0,0,0,0,0
47,GazzaMine,5,10,10,10,3,0,0,0,0,0
47,ŽŽŽ,10,34,10,10,3,0,0,1,0,0
47,dezilver,8,10,10,10,3,0,0,0,0,0
47,Waikikamukau,12,40,10,10,3,0,0,1,0,0
47,Oblongfitzoblong,11,16,10,10,3,0,0,0,0,0
47,cicada,9,49,10,10,3,0,0,1,0,0
47,MagicOwl,1,24,10,10,3,0,0,0,0,0
47,ranab998,6,10,10,10,3,0,0,0,0,0
47,ěĝĝƑơơƴơůňĝ,9,10,10,10,3,0,0,0,0,0
47,robotdeniro,7,11,10,10,3,0,0,0,0,0
47,Rvu_Vsem_Duplo,8,10,10,10,3,0,0,0,0,0
47,Galgorath333,9,11,10,10,3,0,0,0,0,0
47,t0w,8,10,10,10,3,0,0,0,0,0
47,CryptoJoueur,7,18,10,10,3,0,0,0,0,0
47,intacrypt,5,12,10,10,3,0,0,0,0,0
47,JM_Borg_,6,10,10,10,3,0,0,0,0,0
47,FD_Disaster,7,10,10,10,3,0,0,0,0,0
47,Demons,12,22,10,10,3,0,0,0,0,0
47,Herodot20,8,18,10,10,3,0,0,0,0,0
47,dobindubas,9,19,10,10,3,0,0,0,0,0
47,darkbluechain,10,15,10,10,3,0,0,0,0,0
47,doudou2201,10,17,10,10,3,0,0,0,0,0
47,SpicoliAndreti,6,12,10,10,3,0,0,0,0,0
47,angrygnat,7,15,10,10,3,0,0,0,0,0
47,OverM,12,31,10,10,3,0,0,1,0,0
47,ZAFARI,10,24,10,10,3,0,0,0,0,0
47,TheFireWithin,12,14,10,10,3,0,0,0,0,0
47,DrippSinatra,9,14,10,10,3,0,0,0,0,0
47,DonnyMacArth,5,41,10,10,3,0,0,1,0,0
47,quokku,10,10,10,10,3,0,0,0,0,0
47,Pidda1994,10,9,9,9,3,0,0,0,0,0
47,chilltown,7,9,9,9,3,0,0,0,0,0
47,DthRevan,11,9,9,9,3,0,0,0,0,0
47,EdOnCouch,12,33,9,9,3,0,0,1,0,0
47,0x7d31apuz,10,56,9,9,3,0,0,1,0,0
47,,10,9,9,9,3,0,0,0,0,0
47,Jahura_Banu,7,30,9,9,3,0,0,1,0,0
47,jcsc1989,8,9,9,9,3,0,0,0,0,0
47,UTP,7,16,9,9,3,0,0,0,0,0
47,BlackMagic,8,51,9,9,3,0,0,1,0,0
47,Chain0tater,6,51,9,9,3,0,0,1,0,0
47,sczi*987,6,9,9,9,3,0,0,0,0,0
47,Starskreem,6,9,9,9,3,0,0,0,0,0
47,grega1999,7,12,9,9,3,0,0,0,0,0
47,bacoor  hbwallet,7,9,9,9,3,0,0,0,0,0
47,Omen #MetaHash,10,9,9,9,3,0,0,0,0,0
47,Andantino,10,9,9,9,3,0,0,0,0,0
47,marukaziri,9,9,9,9,3,0,0,0,0,0
47,Anaxamander,8,12,9,9,3,0,0,0,0,0
47,ZACHISNICE,6,10,9,9,3,0,0,0,0,0
47,Xile1985,7,9,9,9,3,0,0,0,0,0
47,Ungulate-NCP,12,9,9,9,3,0,0,0,0,0
47,Odaja,8,9,9,9,3,0,0,0,0,0
47,Valhalla,8,9,9,9,3,0,0,0,0,0
47,ZhiBo,4,9,9,9,3,0,0,0,0,0
47,apix3222,6,23,9,9,3,0,0,0,0,0
47,Brathering,6,17,9,9,3,0,0,0,0,0
47,superslim,11,41,9,9,3,0,0,1,0,0
47,Lyburnum,4,13,9,9,3,0,0,0,0,0
47,DaoChemist,7,9,9,9,3,0,0,0,0,0
47,gothmaug,12,9,9,9,3,0,0,0,0,0
47,WildCard0341,8,9,9,9,3,0,0,0,0,0
47,trakzenator,7,10,9,9,3,0,0,0,0,0
47,Cerberus,6,16,9,9,3,0,0,0,0,0
47,☺,12,30,9,9,3,0,0,1,0,0
47,Snow1337,5,9,9,9,3,0,0,0,0,0
47,Berezovysok,7,10,9,9,3,0,0,0,0,0
47,ferzspb,10,9,9,9,3,0,0,0,0,0
47,Jinimage,6,16,9,9,3,0,0,0,0,0
47,huntercj1476,4,9,9,9,3,0,0,0,0,0
47,longdarth,11,9,9,9,3,0,0,0,0,0
47,Ninjaturtle,7,9,9,9,3,0,0,0,0,0
